Census Tract,Total,Poverty,TotalWhite,PovertyWhite,TotalBlack,PovertyBlack,TotalAIAN,PovertyAIAN,TotalAsian,PovertyAsian,TotalNHPI,PovertyNHPI,TotalOther,PovertyOther,TotalMixed,PovertyMixed,TotalWhiteNH,PovertyWhiteNH,TotalLatine,PovertyLatine,Inequality,pWhiteNH,pLatine,pBlack,pAIAN,pAsian,pNHPI,pOther,pMixed,pWhiteNH_poverty,pLatine_poverty,pBlack_poverty,pAIAN_poverty,pAsian_poverty,pNHPI_poverty,pOther_poverty,pMixed_poverty
6037573300,4158,1520,1368,392,741,276,0,0,1601,642,0,0,424,210,24,0,134,10,1682,592,0.3918,0.03222703222703223,0.4045214045214045,0.1782106782106782,0,0.385040885040885,0,0.10197210197210198,0.005772005772005772,0.07462686567164178,0.351961950059453,0.3724696356275304,NA,0.400999375390381,NA,0.49528301886792453,0
6037573401,1642,214,811,168,298,29,8,0,298,7,0,0,167,0,60,10,421,3,611,175,0.365,0.256394640682095,0.37210718635809986,0.1814859926918392,0.0048721071863581,0.1814859926918392,0,0.10170523751522534,0.03654080389768575,0.007125890736342043,0.2864157119476268,0.09731543624161074,0,0.02348993288590604,NA,0,0.16666666666666666
6037573402,6334,1115,3152,711,459,81,0,0,1690,139,15,0,601,26,417,158,1668,121,2306,745,0.4262,0.2633407009788443,0.3640669403220714,0.07246605620461004,0,0.26681401957688666,0.002368171771392485,0.09488474897379223,0.06583517524471108,0.0725419664268585,0.3230702515177797,0.17647058823529413,NA,0.08224852071005917,0,0.04326123128119801,0.37889688249400477
6037573403,3519,571,1698,263,541,237,0,0,918,56,6,0,288,0,68,15,1237,25,736,238,0.4275,0.35152031827223645,0.20915032679738563,0.15373685706166523,0,0.2608695652173913,0.0017050298380221654,0.08184143222506395,0.01932367149758454,0.02021018593371059,0.3233695652173913,0.43807763401109057,NA,0.061002178649237473,0,0,0.22058823529411764
6037573601,6381,569,4627,239,575,4,17,0,618,278,21,0,197,0,326,48,3418,163,1619,76,0.3896,0.5356527190095596,0.2537219871493496,0.0901112678263595,0.002664159222692368,0.09685002350728726,0.003291020216267043,0.030872903933552735,0.051089170976335994,0.04768870684610883,0.04694255713403336,0.006956521739130435,0,0.44983818770226536,0,0,0.147239263803681
6037573700,4990,245,3813,145,112,44,37,0,388,56,19,0,134,0,487,0,2700,97,1431,48,0.3697,0.5410821643286573,0.2867735470941884,0.022444889779559118,0.007414829659318637,0.07775551102204409,0.003807615230460922,0.026853707414829658,0.09759519038076152,0.035925925925925924,0.033542976939203356,0.39285714285714285,0,0.14432989690721648,0,0,0
6037573800,4309,226,3133,198,99,13,242,0,288,2,56,0,141,13,350,0,2643,159,829,52,0.405,0.6133673706196333,0.1923880250638199,0.02297516825249478,0.056161522394987236,0.06683685309816663,0.012996054769087955,0.03272220932931075,0.08122534230679972,0.060158910329171394,0.06272617611580217,0.13131313131313133,0,0.006944444444444444,0,0.09219858156028368,0
6037573902,2031,47,1382,40,107,0,17,7,218,0,0,0,125,0,182,0,1137,27,479,20,0.4415,0.5598227474150664,0.23584441161989167,0.05268340718857706,0.008370260955194485,0.10733628754308222,0,0.06154603643525357,0.0896110290497292,0.023746701846965697,0.04175365344467641,0,0.4117647058823529,0,NA,0,0
6037574000,5165,166,3837,164,260,2,22,0,538,0,0,0,111,0,397,0,3125,112,964,52,0.3679,0.6050338818973863,0.1866408518877057,0.05033881897386254,0.0042594385285575995,0.10416263310745402,0,0.02149080348499516,0.07686350435624395,0.03584,0.05394190871369295,0.007692307692307693,0,0,NA,0,0
6037574100,5001,217,3743,187,130,0,73,0,526,30,0,0,191,0,338,0,3083,103,1063,84,0.3494,0.6164767046590682,0.21255748850229955,0.025994801039792043,0.014597080583883223,0.10517896420715857,0,0.03819236152769446,0.06758648270345931,0.033409017191047684,0.07902163687676388,0,0,0.057034220532319393,NA,0,0
6037574201,3100,33,2302,32,126,0,0,0,357,1,0,0,142,0,173,0,1639,29,858,3,0.3699,0.5287096774193548,0.2767741935483871,0.04064516129032258,0,0.11516129032258064,0,0.045806451612903226,0.05580645161290323,0.017693715680292862,0.0034965034965034965,0,NA,0.0028011204481792717,NA,0,0
6037574202,1946,207,1569,122,57,42,0,0,94,0,3,0,105,33,118,10,915,40,806,115,0.4092,0.47019527235354575,0.4141829393627955,0.029290853031860225,0,0.048304213771839674,0.001541623843782117,0.0539568345323741,0.06063720452209661,0.04371584699453552,0.14267990074441686,0.7368421052631579,NA,0,0,0.3142857142857143,0.0847457627118644
6037574300,6034,202,5104,171,53,3,61,28,500,0,0,0,74,0,242,0,4428,171,860,0,0.3462,0.7338415644680146,0.14252568776930727,0.008783559827643355,0.010109380178985748,0.08286377195889957,0,0.012263838249917136,0.04010606562810739,0.03861788617886179,0,0.05660377358490566,0.45901639344262296,0,NA,0,0
6037574400,5471,197,4435,102,245,0,0,0,454,83,12,12,100,0,225,0,3299,89,1269,46,0.3779,0.6029976238347651,0.2319502833120088,0.04478157558033266,0,0.08298300127947358,0.0021933832937305795,0.018278194114421494,0.04112593675744836,0.026977872082449228,0.036249014972419225,0,NA,0.1828193832599119,1,0,0
6037574500,6631,199,4827,113,416,4,46,0,599,54,23,0,416,11,304,17,4286,113,1114,28,0.398,0.6463580153822953,0.16799879354546826,0.06273563565073141,0.0069371135575328,0.0903332830643945,0.0034685567787664,0.06273563565073141,0.045845272206303724,0.02636490900606626,0.025134649910233394,0.009615384615384616,0,0.09015025041736227,0,0.026442307692307692,0.05592105263157895
6037574601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037574602,1291,113,985,32,19,12,0,0,183,55,0,0,42,14,62,0,778,32,249,14,0.5644,0.6026336173508908,0.19287374128582493,0.01471727343144849,0,0.14175058094500387,0,0.032532920216886134,0.048024786986831915,0.04113110539845758,0.05622489959839357,0.631578947368421,NA,0.3005464480874317,NA,0.3333333333333333,0
6037574700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6037574800,2949,318,2158,194,357,29,15,0,261,69,0,0,49,0,109,26,1833,132,398,62,0.5545,0.6215666327568667,0.134961003730078,0.12105798575788403,0.00508646998982706,0.08850457782299084,0,0.016615801966768397,0.036961681926076635,0.07201309328968904,0.15577889447236182,0.08123249299719888,0,0.26436781609195403,NA,0,0.23853211009174313
6037574901,3697,312,2800,165,50,0,24,0,388,79,0,0,156,68,279,0,2313,124,766,109,0.4043,0.6256424127671084,0.20719502299161482,0.013524479307546659,0.0064917500676223965,0.10494995942656207,0,0.042196375439545575,0.07546659453611036,0.05361003026372676,0.1422976501305483,0,0,0.2036082474226804,NA,0.4358974358974359,0
6037574902,4948,2224,2526,901,694,255,35,19,1311,823,0,0,51,15,331,211,1922,563,743,408,0.5,0.38843977364591753,0.1501616814874697,0.1402586903799515,0.007073565076798707,0.2649555375909458,0,0.010307194826192401,0.06689571544058205,0.29292403746097817,0.5491251682368775,0.36743515850144093,0.5428571428571428,0.627765064836003,NA,0.29411764705882354,0.6374622356495468
6037575001,3688,356,2012,104,552,34,0,0,847,161,0,0,99,0,178,57,1397,70,763,42,0.3704,0.37879609544468545,0.2068872017353579,0.14967462039045554,0,0.22966377440347072,0,0.026843817787418654,0.048264642082429504,0.05010737294201861,0.05504587155963303,0.06159420289855073,NA,0.19008264462809918,NA,0,0.3202247191011236
6037575002,4494,454,2797,280,363,20,0,0,757,46,0,0,397,60,180,48,1699,180,1531,157,0.4206,0.3780596350689809,0.3406764574988874,0.08077436582109479,0,0.16844681797952826,0,0.08834000890075656,0.04005340453938585,0.10594467333725721,0.10254735467015023,0.05509641873278237,NA,0.0607661822985469,NA,0.15113350125944586,0.26666666666666666
6037575101,4339,1071,2514,524,646,338,66,0,618,155,0,0,431,45,64,9,588,178,2433,400,0.4227,0.13551509564415765,0.5607282784051625,0.14888223092878544,0.015210878082507491,0.1424291311362065,0,0.09933164323576861,0.014749942383037565,0.30272108843537415,0.16440608302507193,0.5232198142414861,0,0.25080906148867316,NA,0.10440835266821345,0.140625
6037575102,4127,972,2138,484,376,6,20,0,764,352,0,0,687,124,142,6,361,77,2535,531,0.4076,0.08747274048945966,0.6142476375090865,0.09110734189483886,0.00484613520717228,0.1851223649139811,0,0.16646474436636782,0.034407559970923186,0.21329639889196675,0.20946745562130178,0.015957446808510637,0,0.4607329842931937,NA,0.1804949053857351,0.04225352112676056
6037575103,5134,679,2427,362,773,68,166,0,747,74,64,64,732,73,225,38,927,127,2359,321,0.3872,0.1805609661082976,0.45948578106739385,0.15056486170627192,0.032333463186599146,0.14550058433969615,0.012465913517724971,0.14257888585897935,0.04382547721075185,0.13700107874865156,0.1360746078846969,0.08796895213454076,0,0.09906291834002677,1,0.09972677595628415,0.1688888888888889
6037575201,4714,817,1783,212,577,86,122,0,1368,255,0,0,684,249,180,15,110,15,2608,461,0.3884,0.02333474756045821,0.553245651251591,0.12240135765803987,0.02588035638523547,0.29019940602460753,0,0.14509970301230377,0.03818413237165889,0.13636363636363635,0.1767638036809816,0.14904679376083188,0,0.18640350877192982,NA,0.36403508771929827,0.08333333333333333
6037575202,4175,1357,2097,664,332,134,0,0,962,270,0,0,717,289,67,0,74,24,2773,929,0.4175,0.017724550898203593,0.6641916167664671,0.07952095808383233,0,0.2304191616766467,0,0.17173652694610778,0.016047904191616766,0.32432432432432434,0.33501622791200864,0.4036144578313253,NA,0.2806652806652807,NA,0.403068340306834,0
6037575300,4290,1248,1959,799,590,87,41,0,857,217,31,0,737,145,75,0,313,144,2591,800,0.4062,0.07296037296037296,0.603962703962704,0.13752913752913754,0.009557109557109558,0.19976689976689976,0.0072261072261072265,0.1717948717948718,0.017482517482517484,0.46006389776357826,0.3087610961018912,0.14745762711864407,0,0.2532088681446908,0,0.19674355495251017,0
6037575401,4768,1441,2743,853,458,265,185,16,116,37,0,0,1108,184,158,86,318,171,3850,955,0.4757,0.06669463087248322,0.8074664429530202,0.09605704697986577,0.0388003355704698,0.024328859060402684,0,0.23238255033557048,0.03313758389261745,0.5377358490566038,0.24805194805194805,0.5786026200873362,0.08648648648648649,0.31896551724137934,NA,0.16606498194945848,0.5443037974683544
6037575402,4107,1046,2338,669,271,38,90,90,191,22,0,0,1060,166,157,61,200,14,3393,965,0.3567,0.048697345994643294,0.8261504747991234,0.06598490382274166,0.02191380569758948,0.046505965424884346,0,0.25809593377160944,0.038227416605794984,0.07,0.2844090775125258,0.14022140221402213,1,0.11518324607329843,NA,0.15660377358490565,0.3885350318471338
6037575500,93,67,38,12,0,0,0,0,0,0,0,0,55,55,0,0,12,12,81,55,0.3057,0.12903225806451613,0.8709677419354839,0,0,0,0,0.5913978494623656,0,1,0.6790123456790124,NA,NA,NA,NA,1,NA
6037575801,2254,622,1246,410,266,103,81,34,93,6,0,0,530,67,38,2,270,28,1679,489,0.4003,0.11978704525288376,0.7448979591836735,0.11801242236024845,0.03593611357586513,0.041259982253771074,0,0.23513753327417924,0.01685891748003549,0.1037037037037037,0.2912447885646218,0.38721804511278196,0.41975308641975306,0.06451612903225806,NA,0.12641509433962264,0.05263157894736842
6037575802,5627,1834,2789,912,448,201,285,24,307,0,139,111,1440,453,219,133,601,134,4079,1377,0.4527,0.10680646881108939,0.7248978141105384,0.07961613648480541,0.05064865825484272,0.05455837924293584,0.02470232806113382,0.25590901012973166,0.038919495290563356,0.22296173044925124,0.3375827408678598,0.4486607142857143,0.08421052631578947,0,0.7985611510791367,0.3145833333333333,0.6073059360730594
6037575803,3229,998,1643,747,260,43,11,0,348,74,0,0,791,50,176,84,542,209,1975,607,0.5757,0.1678538247135336,0.611644471972747,0.08052028491793124,0.0034066274388355527,0.10777330442861567,0,0.2449674821926293,0.05450603902136884,0.3856088560885609,0.30734177215189873,0.16538461538461538,0,0.21264367816091953,NA,0.0632111251580278,0.4772727272727273
6037575901,3553,805,1693,317,714,145,71,26,267,6,0,0,603,199,205,112,654,82,1797,495,0.4003,0.18406980016887137,0.505769772023642,0.20095693779904306,0.01998311286236983,0.07514776245426401,0,0.16971573318322544,0.057697720236419926,0.12538226299694188,0.27545909849749584,0.2030812324929972,0.36619718309859156,0.02247191011235955,NA,0.33001658374792703,0.5463414634146342
6037575902,5165,1064,3268,764,802,200,56,0,416,30,0,0,409,0,214,70,1978,494,1823,279,0.4593,0.3829622458857696,0.35295256534365926,0.1552758954501452,0.010842207163601162,0.08054211035818006,0,0.07918683446272991,0.04143272023233301,0.24974721941354905,0.15304443225452552,0.24937655860349128,0,0.07211538461538461,NA,0,0.32710280373831774
6037576001,5090,356,3079,133,678,113,0,0,982,58,74,0,84,0,193,52,2624,133,618,0,0.4667,0.5155206286836935,0.12141453831041257,0.13320235756385068,0,0.19292730844793712,0.014538310412573674,0.016502946954813358,0.03791748526522593,0.0506859756097561,0,0.16666666666666666,NA,0.059063136456211814,0,0,0.2694300518134715
6037576200,5324,1888,2619,717,1077,581,208,208,361,94,38,0,704,255,317,33,1586,374,1867,809,0.4739,0.29789631855747556,0.3506761833208114,0.20229151014274982,0.03906836964688205,0.06780616078136739,0.007137490608564989,0.1322314049586777,0.059541697971450036,0.23581336696090793,0.43331547937868237,0.5394614670380687,1,0.26038781163434904,0,0.3622159090909091,0.10410094637223975
6037576301,4154,1073,1543,409,951,382,53,9,603,92,55,17,586,102,363,62,553,92,1826,452,0.45,0.13312469908521907,0.4395763119884449,0.22893596533461724,0.012758786711603274,0.14516129032258066,0.013240250361097737,0.1410688493018777,0.08738565238324507,0.16636528028933092,0.2475355969331873,0.40168243953732913,0.16981132075471697,0.15257048092868988,0.3090909090909091,0.17406143344709898,0.17079889807162535
6037576302,3988,918,1893,525,457,81,118,0,831,228,0,0,578,64,111,20,422,137,2203,452,0.3768,0.10581745235707121,0.552407221664995,0.1145937813440321,0.02958876629889669,0.20837512537612837,0,0.14493480441323972,0.027833500501504512,0.3246445497630332,0.20517476168860643,0.1772428884026258,0,0.2743682310469314,NA,0.11072664359861592,0.18018018018018017
6037576401,5021,1636,2042,701,644,106,37,0,475,153,0,0,1389,569,434,107,302,20,3344,1259,0.3813,0.06014738099980084,0.6660027882891855,0.12826130252937662,0.0073690499900418245,0.09460266879107747,0,0.276638119896435,0.08643696474805816,0.06622516556291391,0.37649521531100477,0.16459627329192547,0,0.32210526315789473,NA,0.40964722822174227,0.2465437788018433
6037576402,4946,1437,2449,597,623,128,43,7,449,121,12,0,1146,538,224,46,435,81,3359,1065,0.3533,0.087949858471492115,0.6791346542660736,0.12596037201779214,0.008693894055802669,0.0907804286291953,0.002426202992317024,0.23170238576627578,0.04528912252325111,0.18620689655172415,0.31705864840726405,0.20545746388443017,0.16279069767441862,0.26948775055679286,0,0.4694589877835951,0.20535714285714285
6037576403,5140,1259,2430,722,883,86,0,0,580,84,11,0,1076,359,160,8,586,107,3067,982,0.4285,0.11400778210116731,0.596692607003891,0.1717898832684825,0,0.11284046692607004,0.0021400778210116734,0.20933852140077822,0.0311284046692607,0.1825938566552901,0.32018258884903816,0.09739524348810873,NA,0.14482758620689656,0,0.3336431226765799,0.05
6037576501,2940,776,1653,457,363,131,0,0,229,84,14,14,465,60,216,30,816,141,1272,344,0.4644,0.27755102040816326,0.4326530612244898,0.12346938775510204,0,0.07789115646258503,0.004761904761904762,0.15816326530612246,0.07346938775510205,0.17279411764705882,0.27044025157232704,0.3608815426997245,NA,0.36681222707423583,1,0.12903225806451613,0.1388888888888889
6037576502,4658,757,2531,425,616,135,174,135,307,14,0,0,744,39,286,9,1496,214,2259,483,0.3955,0.32116788321167883,0.4849720910261915,0.13224559896951482,0.0373550880206097,0.06590811507084586,0,0.1597252039501932,0.061399742378703305,0.14304812834224598,0.21381142098273573,0.21915584415584416,0.7758620689655172,0.04560260586319218,NA,0.05241935483870968,0.03146853146853147
6037576503,4275,492,2478,127,686,65,92,18,230,30,0,0,467,135,322,117,1388,57,1732,276,0.3611,0.3246783625730994,0.40514619883040937,0.16046783625730995,0.02152046783625731,0.05380116959064327,0,0.10923976608187135,0.07532163742690058,0.04106628242074928,0.15935334872979215,0.09475218658892129,0.1956521739130435,0.13043478260869565,NA,0.2890792291220557,0.36335403726708076
6037576601,4293,567,2865,204,445,76,0,0,104,0,41,0,691,287,147,0,2311,143,1316,348,0.4579,0.5383181924062427,0.30654553924994177,0.1036571162357326,0,0.0242254833449802,0.009550430934078733,0.16095970184020497,0.03424178895877009,0.06187797490263955,0.26443768996960487,0.1707865168539326,NA,0,0,0.4153400868306802,0
6037576602,4376,790,3216,637,296,0,0,0,258,32,0,0,351,121,255,0,2486,369,1107,389,0.4415,0.5680987202925045,0.2529707495429616,0.06764168190127971,0,0.058957952468007314,0,0.08021023765996343,0.05827239488117002,0.14843121480289623,0.35140018066847334,0,NA,0.12403100775193798,NA,0.34472934472934474,0
6037576700,3798,391,2831,343,308,8,15,0,372,16,0,0,116,10,156,14,2393,343,597,24,0.4505,0.6300684570826751,0.15718799368088468,0.08109531332280147,0.0039494470774091624,0.09794628751974724,0,0.030542390731964193,0.04107424960505529,0.1433347262849979,0.04020100502512563,0.025974025974025976,0,0.043010752688172046,NA,0.08620689655172414,0.08974358974358974
6037576801,4069,835,2461,685,508,26,0,0,453,17,0,0,455,106,192,1,1511,287,1596,504,0.4571,0.37134431064143525,0.3922339641189481,0.124846399606783,0,0.1113295650036864,0,0.11182108626198083,0.04718604079626444,0.1899404367968233,0.3157894736842105,0.051181102362204724,NA,0.037527593818984545,NA,0.23296703296703297,0.005208333333333333
6037576802,3953,421,1963,102,1086,172,37,14,444,87,11,0,243,34,169,12,1573,80,758,70,0.3889,0.39792562610675436,0.19175309891221856,0.27472805464204403,0.009359979762205919,0.11231975714647104,0.0027826966860612194,0.06147229951935239,0.042752339994940554,0.0508582326764145,0.09234828496042216,0.15837937384898712,0.3783783783783784,0.19594594594594594,0,0.13991769547325103,0.07100591715976332
6037576901,5331,1873,2488,1014,710,179,56,0,1018,433,0,0,987,247,72,0,617,121,3004,1149,0.4666,0.11573813543425249,0.5634965297317577,0.13318326767960983,0.010504595760645283,0.19095854436315887,0,0.1851435002813731,0.013505908835115363,0.19611021069692058,0.38249001331557925,0.252112676056338,0,0.42534381139489197,NA,0.2502532928064843,0
6037576903,3644,1049,2191,758,457,132,0,0,557,73,0,0,326,22,113,64,612,277,1983,567,0.435,0.16794731064763996,0.5441822173435785,0.12541163556531285,0,0.15285400658616904,0,0.08946212952799122,0.031009879253567508,0.4526143790849673,0.2859304084720121,0.2888402625820569,NA,0.1310592459605027,NA,0.06748466257668712,0.5663716814159292
6037576904,3127,624,1632,361,435,77,0,0,320,72,0,0,543,41,197,73,927,249,1301,153,0.4201,0.29645027182603134,0.416053725615606,0.1391109689798529,0,0.10233450591621363,0,0.17364886472657498,0.062999680204669,0.2686084142394822,0.11760184473481937,0.17701149425287357,NA,0.225,NA,0.07550644567219153,0.37055837563451777
6037577000,7159,1045,4043,208,942,270,127,69,1268,380,0,0,400,28,379,90,2994,178,1732,167,0.4672,0.4182148344740886,0.24193323089817015,0.13158262327140663,0.017739907808353123,0.17711970945662803,0,0.055873725380639755,0.05294035479815617,0.05945223780895124,0.0964203233256351,0.28662420382165604,0.5433070866141733,0.2996845425867508,NA,0.07,0.23746701846965698
6037577100,7052,538,5073,479,549,13,31,0,641,13,0,0,321,13,437,20,3788,333,1890,184,0.3908,0.5371525808281339,0.2680090754395916,0.07785025524673851,0.004395916052183778,0.09089619965967101,0,0.045519001701644926,0.061968235961429384,0.08790918690601901,0.09735449735449736,0.023679417122040074,0,0.0202808112324493,NA,0.040498442367601244,0.04576659038901602
6037577200,5848,565,4577,442,406,0,0,0,326,43,0,0,383,17,156,63,3685,347,1325,134,0.4178,0.6301299589603283,0.2265731874145007,0.06942544459644323,0,0.05574555403556772,0,0.06549247606019151,0.02667578659370725,0.09416553595658073,0.10113207547169811,0,NA,0.13190184049079753,NA,0.044386422976501305,0.40384615384615385
6037577300,5431,270,4397,177,103,30,30,0,334,15,0,0,259,0,308,48,3728,161,1067,46,0.3836,0.6864297551095563,0.19646473945866322,0.018965199779046215,0.005523844595838704,0.061498803167004235,0,0.047689191677407476,0.056711471183944026,0.043186695278969955,0.04311152764761012,0.2912621359223301,0,0.04491017964071856,NA,0,0.15584415584415584
6037577400,2947,354,2493,274,43,2,72,12,98,12,0,0,160,54,81,0,2191,266,579,74,0.4631,0.7434679334916865,0.1964709874448592,0.014591109602986088,0.024431625381744145,0.0332541567695962,0,0.054292500848320324,0.027485578554462164,0.12140575079872204,0.12780656303972365,0.046511627906976744,0.16666666666666666,0.12244897959183673,NA,0.3375,0
6037577501,3370,327,2969,260,48,9,8,0,203,31,0,0,27,27,115,0,2654,227,385,60,0.5215,0.7875370919881306,0.1142433234421365,0.014243323442136498,0.002373887240356083,0.060237388724035605,0,0.008011869436201781,0.03412462908011869,0.08553127354935945,0.15584415584415584,0.1875,0,0.15270935960591134,NA,1,0
6037577504,1378,137,1197,120,14,0,0,0,72,10,23,0,12,0,60,7,1115,120,90,0,0.5539,0.809143686502177,0.06531204644412192,0.010159651669085631,0,0.05224963715529753,0.016690856313497822,0.008708272859216255,0.04354136429608128,0.10762331838565023,0,0,NA,0.1388888888888889,0,0,0.11666666666666667
6037577602,3259,250,2329,131,157,0,12,0,481,101,0,0,83,18,197,0,2181,131,328,8,0.4818,0.6692236882479288,0.10064436943847806,0.048174286590978825,0.00368211107701749,0.14759128567045107,0,0.025467934949370972,0.06044799018103713,0.06006419073819349,0.024390243902439025,0,0,0.20997920997921,NA,0.21686746987951808,0
6037577603,8457,796,6589,594,418,82,58,0,802,104,135,16,117,0,338,0,5581,513,1308,81,0.4824,0.65992668795081,0.1546647747428166,0.049426510582949036,0.006858223956485752,0.09483268298450988,0.01596310748492373,0.013834693153600568,0.03996689133262386,0.09191901092994087,0.06192660550458716,0.19617224880382775,0,0.12967581047381546,0.11851851851851852,0,0
6037577604,1367,65,1195,65,26,0,0,0,109,0,0,0,5,0,32,0,954,41,246,24,0.4016,0.6978785662033651,0.1799561082662765,0.019019751280175568,0,0.07973664959765911,0,0.0036576444769568397,0.023408924652523776,0.0429769392033543,0.0975609756097561,0,NA,0,NA,0,0
6037599000,3667,558,2963,341,4,4,0,0,0,0,0,0,626,183,74,30,1563,178,2053,346,0.4273,0.42623397872920643,0.5598581947095719,0.00109080992637033,0,0,0,0.17071175347695663,0.020179983637851104,0.11388355726167626,0.16853385289819775,1,NA,NA,NA,0.29233226837060705,0.40540540540540543
6037599100,259,31,250,31,0,0,0,0,8,0,0,0,1,0,0,0,244,31,7,0,0.6343,0.9420849420849421,0.02702702702702703,0,0,0.03088803088803089,0,0.003861003861003861,0,0.12704918032786885,0,NA,NA,0,NA,0,NA
6037600100,7395,2330,2453,513,1783,611,10,0,21,0,0,0,3097,1197,31,9,44,3,5537,1716,0.4279,0.005949966193373901,0.7487491548343476,0.24110885733603787,0.001352265043948614,0.002839756592292089,0,0.4187964841108857,0.004192021636240703,0.06818181818181818,0.3099151164890735,0.34268087492989346,0,0,NA,0.38650306748466257,0.2903225806451613
6037600201,5050,1586,1964,402,2090,859,28,20,0,0,0,0,923,282,45,23,58,45,2849,659,0.45,0.011485148514851485,0.5641584158415841,0.41386138613861384,0.005544554455445544,0,0,0.18277227722772277,0.00891089108910891,0.7758620689655172,0.2313092313092313,0.4110047846889952,0.7142857142857143,NA,NA,0.3055254604550379,0.5111111111111111
6037600202,7738,2113,3076,540,2696,902,54,10,11,0,0,0,1873,652,28,9,122,55,4958,1134,0.4623,0.015766347893512535,0.6407340398035668,0.34841044197467047,0.00697854742827604,0.001421555957611786,0,0.2420522098733523,0.00361850607392091,0.45081967213114754,0.22872125857200484,0.33456973293768544,0.18518518518518517,0,NA,0.34810464495461824,0.32142857142857145
6037600302,3059,369,865,92,1886,258,102,0,12,0,0,0,134,19,60,0,16,2,1146,126,0.4472,0.005230467473030402,0.37463223275580254,0.6165413533834586,0.033344230140568816,0.003922850604772802,0,0.04380516508662962,0.019614253023864006,0.125,0.1099476439790576,0.13679745493107104,0,0,NA,0.1417910447761194,0
6037600303,3883,1266,1446,339,1334,534,9,0,2,0,0,0,989,392,103,1,73,1,2485,730,0.5095,0.018799896986865825,0.6399690960597476,0.34354880247231523,0.0023177955189286636,5.150656708730364e-4,0,0.2546999742467165,0.02652588204996137,0.0136986301369863,0.2937625754527163,0.4002998500749625,0,0,NA,0.39635995955510617,0.009708737864077669
6037600304,3910,1121,1654,172,1446,566,42,0,44,0,0,0,659,366,65,17,5,5,2488,533,0.4391,0.0012787723785166241,0.6363171355498721,0.3698209718670077,0.010741687979539642,0.011253196930946292,0,0.16854219948849106,0.016624040920716114,1,0.2142282958199357,0.3914246196403873,0,0,NA,0.5553869499241275,0.26153846153846155
6037600400,4120,561,514,43,3227,518,0,0,0,0,0,0,253,0,126,0,96,43,640,0,0.4243,0.02330097087378641,0.1553398058252427,0.783252427184466,0,0,0,0.06140776699029126,0.03058252427184466,0.4479166666666667,0,0.16052060737527116,NA,NA,NA,0,0
6037600501,2712,204,305,21,1921,134,26,0,49,0,0,0,363,49,48,0,38,18,638,57,0.4199,0.014011799410029498,0.23525073746312683,0.7083333333333334,0.009587020648967551,0.018067846607669618,0,0.1338495575221239,0.017699115044247787,0.47368421052631576,0.08934169278996865,0.06975533576262363,0,0,NA,0.1349862258953168,0
6037600502,2097,196,764,33,872,51,0,0,85,7,0,0,348,105,28,0,135,33,997,105,0.3709,0.06437768240343347,0.4754411063423939,0.41583214115402956,0,0.04053409632808774,0,0.1659513590844063,0.01335240820219361,0.24444444444444444,0.10531594784353059,0.058486238532110095,NA,0.08235294117647059,NA,0.3017241379310345,0
6037600601,2633,277,102,27,2144,248,8,0,3,2,0,0,195,0,181,0,62,25,348,8,0.3993,0.023547284466388152,0.1321686289403722,0.8142802886441322,0.0030383592859855677,0.001139384732244588,0,0.07406000759589822,0.06874287884542347,0.4032258064516129,0.022988505747126436,0.11567164179104478,0,0.6666666666666666,NA,0,0
6037600602,2542,546,754,213,891,135,22,0,44,44,0,0,780,124,51,30,62,32,1586,324,0.52,0.024390243902439025,0.6239181746656176,0.35051140833988986,0.00865460267505901,0.01730920535011802,0,0.3068450039339103,0.02006294256490952,0.5161290322580645,0.2042875157629256,0.15151515151515152,0,1,NA,0.15897435897435896,0.5882352941176471
6037600702,4256,492,358,224,3283,241,0,0,0,0,0,0,587,27,28,0,139,119,793,132,0.4478,0.03265977443609023,0.1863251879699248,0.7713815789473685,0,0,0,0.13792293233082706,0.006578947368421052,0.8561151079136691,0.1664564943253468,0.07340846786475784,NA,NA,NA,0.04599659284497445,0
6037600703,1783,144,118,0,1475,101,0,0,32,0,0,0,29,0,129,43,12,0,143,0,0.3957,0.006730229949523275,0.08020190689848569,0.8272574312955693,0,0.0179472798653954,0,0.016264722378014584,0.0723499719573752,0,0,0.06847457627118644,NA,0,NA,0,0.3333333333333333
6037600704,3373,545,435,105,2720,423,0,0,62,11,0,0,107,6,49,0,175,32,389,93,0.4306,0.051882597094574566,0.11532760154165432,0.8064037948413875,0,0.018381262970649275,0,0.031722502223539874,0.014527127186480878,0.18285714285714286,0.2390745501285347,0.15551470588235294,NA,0.1774193548387097,NA,0.056074766355140186,0
6037600801,3199,304,174,28,2595,103,0,0,52,12,0,0,198,161,180,0,38,17,375,172,0.4349,0.011878712097530478,0.1172241325414192,0.8111909971866208,0,0.01625507971241013,0,0.061894341981869334,0.05626758361988121,0.4473684210526316,0.45866666666666667,0.03969171483622351,NA,0.23076923076923078,NA,0.8131313131313131,0
