Census Tract,Total,Poverty,TotalWhite,PovertyWhite,TotalBlack,PovertyBlack,TotalAIAN,PovertyAIAN,TotalAsian,PovertyAsian,TotalNHPI,PovertyNHPI,TotalOther,PovertyOther,TotalMixed,PovertyMixed,TotalWhiteNH,PovertyWhiteNH,TotalLatine,PovertyLatine,Inequality,pWhiteNH,pLatine,pBlack,pAIAN,pAsian,pNHPI,pOther,pMixed,pWhiteNH_poverty,pLatine_poverty,pBlack_poverty,pAIAN_poverty,pAsian_poverty,pNHPI_poverty,pOther_poverty,pMixed_poverty
6085511915,3527,216,1860,161,273,0,0,0,551,10,0,0,727,32,116,13,1252,127,1394,68,0.423,0.354975900198469,0.3952367451091579,0.07740289197618372,0,0.15622341933654665,0,0.20612418485965409,0.032889140912957186,0.10143769968051118,0.04878048780487805,0,NA,0.018148820326678767,NA,0.044016506189821183,0.11206896551724138
6085511916,4790,460,2701,210,93,58,0,0,1362,18,7,0,168,40,459,134,2376,159,543,131,0.444,0.4960334029227557,0.11336116910229645,0.01941544885177453,0,0.28434237995824635,0.0014613778705636743,0.03507306889352818,0.09582463465553236,0.06691919191919192,0.24125230202578268,0.6236559139784946,NA,0.013215859030837005,0,0.23809523809523808,0.29193899782135074
6085512001,6809,280,2278,104,6,6,12,0,3305,121,0,0,755,0,453,49,1678,93,1596,11,0.3494,0.2464385372301366,0.23439565281245411,8.811866647084741e-4,0.0017623733294169482,0.48538698781025114,0,0.11088265530914966,0.06652959318548979,0.05542312276519666,0.006892230576441102,1,0,0.036611195158850224,NA,0,0.10816777041942605
6085512005,6792,205,4511,205,131,0,0,0,1171,0,11,0,538,0,430,0,3465,64,1671,141,0.3862,0.5101590106007067,0.24602473498233215,0.019287396937573614,0,0.17240871613663133,0.0016195524146054182,0.07921083627797408,0.06330977620730271,0.01847041847041847,0.0843806104129264,0,NA,0,0,0,0
6085512017,7513,704,3264,142,196,51,51,0,1717,373,0,0,1745,30,540,108,1649,54,3644,118,0.5027,0.21948622387861041,0.48502595501131374,0.026088113935844537,0.006788233728204446,0.228537202182883,0,0.23226407560228937,0.07187541594569413,0.03274711946634324,0.03238199780461032,0.2602040816326531,0,0.2172393709959231,NA,0.017191977077363897,0.2
6085512019,4771,483,2258,294,313,66,123,7,1294,53,149,0,231,46,403,17,1381,64,1403,293,0.427,0.289457136868581,0.2940683294906728,0.06560469503248795,0.025780758750786,0.2712219660448543,0.03123035003143995,0.04841752253196395,0.08446866485013624,0.04634322954380883,0.20883820384889523,0.2108626198083067,0.056910569105691054,0.04095826893353941,0,0.19913419913419914,0.04218362282878412
6085512020,7757,1050,4034,522,164,29,57,0,2431,32,0,0,658,467,413,0,1903,56,2670,483,0.3765,0.24532680159855613,0.3442052339822096,0.021142194147221863,0.007348201624339306,0.31339435348717287,0,0.08482660822482918,0.05324223282196726,0.029427220178665267,0.18089887640449437,0.17682926829268292,0,0.01316330728095434,NA,0.709726443768997,0
6085512021,6491,543,3331,201,275,0,74,24,1748,46,0,0,505,272,558,0,2000,102,2127,395,0.3709,0.30811893390848866,0.32768448621167773,0.04236635341241719,0.011400400554614082,0.2692959482360191,0,0.07780003081189339,0.08596518256046834,0.051,0.1857075693464974,0,0.32432432432432434,0.02631578947368421,NA,0.5386138613861386,0
6085512022,5523,435,2362,262,164,10,47,0,1797,61,0,0,837,89,316,13,1501,246,1846,118,0.4157,0.271772587361941,0.3342386384211479,0.029694006880318667,0.008509867825457179,0.3253666485605649,0,0.15154807170016296,0.05721528154988231,0.16389073950699534,0.06392199349945829,0.06097560975609756,0,0.03394546466332777,NA,0.1063321385902031,0.04113924050632911
6085512023,5547,316,2721,200,461,0,119,0,1083,104,0,0,806,12,357,0,1397,95,2442,117,0.3856,0.2518478456823508,0.4402379664683613,0.0831079862989003,0.02145303767802416,0.19524067063277448,0,0.14530376780241572,0.06435911303407248,0.06800286327845383,0.04791154791154791,0,0,0.09602954755309326,NA,0.01488833746898263,0
6085512024,5187,355,2876,65,312,10,22,5,1085,201,0,0,364,18,528,56,2146,65,1336,36,0.4016,0.41372662425294005,0.2575669944090997,0.06015037593984962,0.004241372662425294,0.20917678812415655,0,0.07017543859649122,0.10179294389820706,0.030288909599254427,0.02694610778443114,0.03205128205128205,0.22727272727272727,0.18525345622119815,NA,0.04945054945054945,0.10606060606060606
6085512025,3124,92,1870,39,231,0,0,0,774,43,0,0,185,10,64,0,1268,34,837,15,0.3623,0.4058898847631242,0.2679257362355954,0.07394366197183098,0,0.24775928297055058,0,0.05921895006402049,0.020486555697823303,0.026813880126182965,0.017921146953405017,0,NA,0.05555555555555555,NA,0.05405405405405406,0
6085512026,4120,396,1708,301,320,0,11,0,1032,44,0,0,708,51,341,0,937,43,1667,309,0.3813,0.22742718446601942,0.4046116504854369,0.07766990291262135,0.002669902912621359,0.2504854368932039,0,0.17184466019417477,0.08276699029126214,0.04589114194236926,0.1853629274145171,0,0,0.04263565891472868,NA,0.07203389830508475,0
6085512027,4793,224,2476,203,188,0,61,0,1512,11,0,0,265,0,291,10,1565,79,1252,134,0.3888,0.32651783851450034,0.26121427081160026,0.039223868141039016,0.01272689338618819,0.3154600459002712,0,0.05528896307114542,0.06071354058001252,0.05047923322683706,0.10702875399361023,0,0,0.007275132275132275,NA,0,0.03436426116838488
6085512029,6663,170,4416,164,170,0,23,0,1131,2,23,0,424,2,476,2,3000,52,2085,116,0.3277,0.45024763619990993,0.3129221071589374,0.0255140327179949,0.0034518985441993094,0.16974335884736605,0.0034518985441993094,0.06363499924958728,0.07143929161038572,0.017333333333333333,0.055635491606714625,0,0,0.0017683465959328027,0,0.0047169811320754715,0.004201680672268907
6085512030,3328,70,1959,30,68,16,8,0,697,0,0,0,323,24,273,0,1591,30,854,24,0.326,0.47806490384615385,0.2566105769230769,0.020432692307692308,0.002403846153846154,0.20943509615384615,0,0.09705528846153846,0.08203125,0.018856065367693273,0.02810304449648712,0.23529411764705882,0,0,NA,0.07430340557275542,0
6085512031,4634,126,3007,113,68,0,16,0,796,13,17,0,268,0,462,0,2126,31,1177,82,0.344,0.45878290893396634,0.2539922313336211,0.0146741476046612,0.0034527406128614588,0.17177384548985758,0.0036685369011653,0.05783340526542943,0.09969788519637462,0.01458137347130762,0.06966864910790145,0,0,0.016331658291457288,0,0,0
6085512032,2992,172,1967,51,47,0,11,0,576,46,0,0,152,75,239,0,1291,38,938,88,0.3782,0.4314839572192513,0.3135026737967914,0.01570855614973262,0.003676470588235294,0.1925133689839572,0,0.05080213903743316,0.07987967914438503,0.02943454686289698,0.09381663113006397,0,0,0.0798611111111111,NA,0.4934210526315789,0
6085512033,9843,447,4963,278,446,11,107,0,2779,110,0,0,680,11,868,37,3371,278,2658,42,0.4123,0.34247688712790814,0.27003962206644316,0.04531138880422635,0.010870669511327848,0.28233262216803817,0,0.0690846286701209,0.08818449659656609,0.08246811035301098,0.01580135440180587,0.02466367713004484,0,0.039582583663188196,NA,0.016176470588235296,0.04262672811059908
6085512034,3073,98,1763,74,11,0,0,0,858,24,0,0,147,0,294,0,1360,74,658,0,0.3685,0.4425642694435405,0.214123006833713,0.0035795639440286365,0,0.27920598763423365,0,0.04783599088838269,0.09567198177676538,0.054411764705882354,0,0,NA,0.027972027972027972,NA,0,0
6085512035,4924,67,2918,67,93,0,0,0,1049,0,0,0,453,0,411,0,2088,67,1489,0,0.3457,0.4240454914703493,0.3023964256701868,0.018887083671811536,0,0.21303818034118602,0,0.09199837530463038,0.08346872461413485,0.032088122605363985,0,0,NA,0,NA,0,0
6085512036,5168,216,2822,134,193,24,11,0,1647,3,0,0,137,27,358,28,1897,77,1159,84,0.3381,0.3670665634674923,0.22426470588235295,0.037345201238390094,0.0021284829721362228,0.3186919504643963,0,0.026509287925696595,0.06927244582043343,0.04059040590405904,0.0724762726488352,0.12435233160621761,0,0.0018214936247723133,NA,0.19708029197080293,0.0782122905027933
6085512037,3416,145,2022,92,44,0,24,0,682,11,0,0,212,37,432,5,1504,65,871,64,0.3401,0.44028103044496486,0.2549765807962529,0.01288056206088993,0.00702576112412178,0.1996487119437939,0,0.06206088992974239,0.12646370023419204,0.04321808510638298,0.07347876004592423,0,0,0.016129032258064516,NA,0.17452830188679244,0.011574074074074073
6085512038,3254,420,1673,110,36,10,48,31,1006,105,0,0,281,164,210,0,1305,70,862,235,0.3837,0.40104486785494775,0.26490473263675474,0.011063306699446834,0.014751075599262446,0.3091579594345421,0,0.08635525507068224,0.0645359557467732,0.05363984674329502,0.27262180974477956,0.2777777777777778,0.6458333333333334,0.10437375745526839,NA,0.5836298932384342,0
6085512039,5402,95,1611,16,283,2,61,9,2569,45,0,0,487,16,391,7,737,5,1719,36,0.3847,0.13643095149944465,0.3182154757497223,0.052388004442798966,0.011292114031840059,0.475564605701592,0,0.09015179563124769,0.07238059977786006,0.0067842605156037995,0.020942408376963352,0.007067137809187279,0.14754098360655737,0.017516543402101986,NA,0.03285420944558522,0.017902813299232736
6085512042,3009,162,876,80,151,13,75,0,1224,62,72,0,430,7,181,0,274,49,1129,51,0.4252,0.0910601528747092,0.37520771020272514,0.05018278497839814,0.024925224327018942,0.4067796610169492,0.023928215353938187,0.1429046194749086,0.06015287470920572,0.17883211678832117,0.045172719220549155,0.08609271523178808,0,0.05065359477124183,0,0.01627906976744186,0
6085512043,6568,1218,2301,178,248,0,0,0,1594,181,1,0,1991,688,433,171,547,21,4109,1007,0.3826,0.08328258221680877,0.6256090133982948,0.037758830694275276,0,0.24269183922046286,1.522533495736906e-4,0.303136419001218,0.06592570036540804,0.038391224862888484,0.24507179362375273,0,NA,0.11355081555834379,0,0.34555499748869917,0.394919168591224
6085512045,5648,292,3600,120,94,16,10,0,1303,103,0,0,188,13,453,40,3000,81,956,84,0.4063,0.5311614730878187,0.16926345609065155,0.016643059490084985,0.0017705382436260624,0.23070113314447593,0,0.03328611898016997,0.08020538243626062,0.027,0.08786610878661087,0.1702127659574468,0,0.07904834996162702,NA,0.06914893617021277,0.08830022075055188
6085512047,5796,227,3557,74,106,0,0,0,1285,67,0,0,574,86,274,0,2670,74,1667,86,0.3274,0.4606625258799172,0.28761214630779847,0.01828847481021394,0,0.22170462387853693,0,0.09903381642512077,0.04727398205659075,0.027715355805243445,0.05158968206358728,0,NA,0.052140077821011675,NA,0.14982578397212543,0
6085512052,4439,338,3267,221,43,0,77,0,679,23,0,0,125,81,248,13,2252,194,1259,108,0.4269,0.5073214687992791,0.28362243748592025,0.009686866411353908,0.017346249155215137,0.15296237891416986,0,0.02815949538184276,0.05586843883757603,0.08614564831261101,0.0857823669579031,0,0,0.033873343151693665,NA,0.648,0.05241935483870968
6085512053,4451,390,2815,187,205,115,19,0,779,30,73,0,323,54,237,4,1697,119,1539,122,0.3864,0.38126263760952595,0.3457649966299708,0.046057065827903844,0.004268703662098405,0.1750168501460346,0.01640080880700966,0.07256796225567289,0.053246461469332734,0.07012374779021803,0.0792722547108512,0.5609756097560976,0,0.038510911424903725,0,0.16718266253869968,0.016877637130801686
6085512100,1527,97,1193,46,0,0,0,0,226,31,0,0,67,20,41,0,512,14,777,52,0.46,0.33529796987557303,0.5088408644400786,0,0,0.14800261951538965,0,0.04387688277668631,0.026850032743942372,0.02734375,0.06692406692406692,NA,NA,0.13716814159292035,NA,0.29850746268656714,0
6085512200,3859,128,3064,120,51,0,13,0,427,8,0,0,47,0,257,0,2580,120,645,0,0.4499,0.668566986265872,0.167141746566468,0.013215859030837005,0.0033687483804094327,0.11065042757190982,0,0.012179321067634101,0.06659756413578648,0.046511627906976744,0,0,0,0.01873536299765808,NA,0,0
6085512305,5014,63,3414,9,46,0,35,0,1051,35,12,0,147,1,309,18,2320,8,1305,2,0.4483,0.4627044276027124,0.2602712405265257,0.009174311926605505,0.0069804547267650575,0.20961308336657358,0.0023932987634623054,0.029317909852413244,0.06162744315915437,0.0034482758620689655,0.0015325670498084292,0,0,0.03330161750713606,0,0.006802721088435374,0.05825242718446602
6085512307,6877,93,4938,52,88,0,34,0,892,1,38,38,431,2,456,0,3957,33,1545,30,0.4106,0.5753962483641123,0.2246619165333721,0.012796277446561,0.004944016286171296,0.12970772139014106,0.005525665261014978,0.06267267703940672,0.06630798313217973,0.008339651250947688,0.019417475728155338,0,0,0.0011210762331838565,1,0.004640371229698376,0
6085512308,8778,386,6400,353,191,0,13,0,1306,33,0,0,122,0,746,0,4744,277,1999,76,0.3682,0.5404420141262246,0.22772841193893825,0.02175894281157439,0.0014809751651856916,0.14878104351788562,0,0.013898382319434952,0.08498519024834815,0.058389544688026984,0.03801900950475238,0,0,0.02526799387442573,NA,0,0
6085512309,4995,223,4170,152,32,0,51,0,333,9,0,0,84,6,325,56,3138,107,1260,91,0.3499,0.6282282282282282,0.25225225225225223,0.006406406406406407,0.01021021021021021,0.06666666666666667,0,0.016816816816816817,0.06506506506506507,0.03409815168897387,0.07222222222222222,0,0,0.02702702702702703,NA,0.07142857142857142,0.1723076923076923
6085512310,5050,278,3552,141,127,11,0,0,913,57,0,0,181,56,277,13,1839,96,2052,114,0.4986,0.36415841584158415,0.4063366336633663,0.02514851485148515,0,0.18079207920792079,0,0.03584158415841584,0.05485148514851485,0.052202283849918436,0.05555555555555555,0.08661417322834646,NA,0.0624315443592552,NA,0.30939226519337015,0.04693140794223827
6085512311,4199,180,2994,78,136,0,10,0,496,10,0,0,366,49,197,43,1850,42,1634,128,0.409,0.4405810907358895,0.3891402714932127,0.032388663967611336,0.0023815194093831865,0.11812336270540605,0,0.08716361038342463,0.04691593236484878,0.022702702702702703,0.07833537331701346,0,0,0.020161290322580645,NA,0.13387978142076504,0.2182741116751269
6085512312,3581,275,2539,235,32,6,16,0,477,8,0,0,127,0,390,26,1642,73,1176,162,0.4425,0.4585311365540352,0.32839988829935773,0.008936051382295447,0.004468025691147724,0.13320301591734152,0,0.03546495392348506,0.10890812622172577,0.044457978075517664,0.1377551020408163,0.1875,0,0.016771488469601678,NA,0,0.06666666666666667
6085512313,3796,340,2836,225,127,31,6,0,418,13,2,0,193,71,214,0,1104,121,2027,175,0.4554,0.29083245521601686,0.5339831401475237,0.03345626975763962,0.0015806111696522655,0.1101159114857745,5.268703898840885e-4,0.05084299262381454,0.05637513171759747,0.10960144927536232,0.0863344844597928,0.2440944881889764,0,0.03110047846889952,0,0.36787564766839376,0
6085512314,6408,433,5090,403,59,8,13,13,671,0,0,0,330,9,245,0,2935,146,2656,287,0.4205,0.45802122347066165,0.41448189762796506,0.009207240948813982,0.002028714107365793,0.10471285892634208,0,0.05149812734082397,0.038233458177278405,0.049744463373083476,0.10805722891566265,0.13559322033898305,1,0,NA,0.02727272727272727,0
6085512401,4607,318,3779,216,168,0,62,0,153,10,35,35,241,46,169,11,2120,157,1990,105,0.4402,0.4601693075754287,0.4319513783373128,0.03646624701541133,0.013457781636639896,0.033210332103321034,0.00759713479487736,0.05231169958758411,0.036683308009550684,0.0740566037735849,0.052763819095477386,0,0,0.06535947712418301,1,0.1908713692946058,0.0650887573964497
6085512402,5030,298,3742,251,42,0,33,0,457,9,0,0,406,38,350,0,2079,80,2173,209,0.4295,0.4133200795228628,0.4320079522862823,0.008349900596421472,0.0065606361829025845,0.09085487077534792,0,0.08071570576540756,0.06958250497017893,0.03848003848003848,0.09618039576622181,0,0,0.019693654266958426,NA,0.09359605911330049,0
6085512503,9053,314,6763,233,78,0,0,0,1185,22,0,0,415,59,612,0,4716,182,2887,110,0.258,0.5209322876394565,0.31889981221694463,0.008615928421517729,0,0.13089583563459625,0,0.04584115762730587,0.06760189992267757,0.03859202714164546,0.03810183581572567,0,NA,0.018565400843881856,NA,0.14216867469879518,0
6085512505,8460,1072,6114,783,152,0,19,0,849,40,0,0,854,249,472,0,1793,129,5536,920,0.4051,0.2119385342789598,0.6543735224586288,0.017966903073286054,0.0022458628841607567,0.10035460992907802,0,0.10094562647754138,0.055791962174940896,0.07194645844952594,0.16618497109826588,0,0,0.04711425206124853,NA,0.29156908665105385,0
6085512506,7214,873,5586,621,38,19,70,28,497,8,0,0,651,69,372,128,1243,59,5186,759,0.385,0.17230385361796507,0.7188799556418076,0.005267535347934572,0.009703354588300527,0.06889381757693375,0,0.0902411976711949,0.05156639866925423,0.04746580852775543,0.14635557269571925,0.5,0.4,0.01609657947686117,NA,0.10599078341013825,0.34408602150537637
6085512508,8115,461,6359,222,32,32,45,0,491,31,0,0,866,71,322,105,2564,55,4896,364,0.4057,0.31595810227972887,0.6033271719038817,0.003943314849044978,0.005545286506469501,0.06050523721503389,0,0.10671595810227973,0.0396796056685151,0.021450858034321372,0.07434640522875817,1,0,0.06313645621181263,NA,0.08198614318706697,0.32608695652173914
6085512509,5926,359,4239,327,294,24,0,0,750,8,0,0,307,0,336,0,1507,6,3166,321,0.3833,0.25430307121160983,0.5342558218022275,0.04961187985150186,0,0.12656091798852515,0,0.05180560242996963,0.056699291258859266,0.003981420039814201,0.10138976626658244,0.08163265306122448,NA,0.010666666666666666,NA,0,0
6085512510,7334,618,4708,449,150,0,21,0,927,96,0,0,1097,61,431,12,2552,69,3547,453,0.4804,0.34796836651213525,0.48363785110444507,0.020452686119443685,0.002863376056722116,0.126397600218162,0,0.14957731115353148,0.05876738478320153,0.027037617554858933,0.12771356075556808,0,0,0.10355987055016182,NA,0.05560619872379216,0.027842227378190254
6085512602,2373,288,1915,174,23,8,10,0,285,98,0,0,106,8,34,0,1092,59,969,131,0.3787,0.46017699115044247,0.4083438685208597,0.00969237252423093,0.004214075010535188,0.12010113780025285,0,0.044669195111672985,0.014327855035819638,0.05402930402930403,0.13519091847265222,0.34782608695652173,0,0.34385964912280703,NA,0.07547169811320754,0
6085512603,4601,651,4038,619,67,0,29,0,160,7,0,0,259,17,48,8,439,58,3955,578,0.4576,0.09541404042599434,0.8595957400565094,0.014562051727885243,0.006302977613562269,0.034775048902412516,0,0.05629211041078026,0.010432514670723756,0.13211845102505695,0.1461441213653603,0,0,0.04375,NA,0.06563706563706563,0.16666666666666666
6085512604,4686,438,3864,401,36,0,144,0,114,0,0,0,322,37,206,0,414,30,4096,408,0.3651,0.088348271446863,0.8740930431071277,0.0076824583866837385,0.030729833546734954,0.024327784891165175,0,0.068715322236449,0.04396073410157917,0.07246376811594203,0.099609375,0,0,0,NA,0.11490683229813664,0
6085513000,4762,1428,2386,425,92,0,0,0,1992,857,14,0,140,76,138,70,1944,365,648,136,0.5361,0.4082318353632927,0.1360772784544309,0.019319613607727847,0,0.41831163376732466,0.0029399412011759767,0.029399412011759767,0.02897942041159177,0.18775720164609053,0.20987654320987653,0,NA,0.43022088353413657,0,0.5428571428571428,0.5072463768115942
6085513500,1136,79,870,45,25,5,0,0,166,0,0,0,20,10,55,19,527,40,414,15,0.3174,0.4639084507042254,0.3644366197183099,0.022007042253521125,0,0.14612676056338028,0,0.017605633802816902,0.04841549295774648,0.07590132827324478,0.036231884057971016,0.2,NA,0,NA,0.5,0.34545454545454546
6087100100,2206,224,1917,176,68,27,0,0,117,5,13,13,12,0,79,3,1603,123,353,72,0.4034,0.7266545784224842,0.1600181323662738,0.030825022665457842,0,0.053037171350861285,0.0058930190389845875,0.005439709882139619,0.035811423390752495,0.07673112913287586,0.20396600566572237,0.39705882352941174,NA,0.042735042735042736,1,0,0.0379746835443038
6087100200,6788,859,5188,454,24,0,0,0,485,105,14,0,684,279,393,21,4551,433,1434,300,0.4468,0.670447849145551,0.21125515615792576,0.0035356511490866236,0,0.07144961697112552,0.0020624631703005302,0.10076605774896877,0.05789628756629346,0.0951439244122171,0.20920502092050208,0,NA,0.21649484536082475,0,0.40789473684210525,0.05343511450381679
6087100300,3563,640,2953,433,70,5,13,13,316,114,0,0,22,0,189,75,2601,361,373,80,0.5078,0.7300028066236318,0.10468706146505753,0.019646365422396856,0.003648610721302273,0.08868930676396296,0,0.006174571989896155,0.05304518664047151,0.1387927720107651,0.21447721179624665,0.07142857142857142,1,0.36075949367088606,NA,0,0.3968253968253968
6087100400,1172,259,636,141,46,28,1,1,287,51,46,0,101,31,55,7,533,105,202,74,0.5444,0.454778156996587,0.17235494880546076,0.03924914675767918,8.532423208191126e-4,0.24488054607508533,0.03924914675767918,0.08617747440273038,0.04692832764505119,0.19699812382739212,0.36633663366336633,0.6086956521739131,1,0.17770034843205576,0,0.3069306930693069,0.12727272727272726
6087100500,6440,2243,4952,1421,100,0,43,0,812,517,0,0,304,206,229,99,4252,1053,1083,594,0.5217,0.6602484472049689,0.16816770186335403,0.015527950310559006,0.006677018633540373,0.12608695652173912,0,0.04720496894409938,0.035559006211180126,0.24764816556914393,0.5484764542936288,0,0,0.6366995073891626,NA,0.6776315789473685,0.43231441048034935
6087100600,3653,372,3011,320,35,0,10,10,109,22,0,0,126,20,362,0,2389,309,748,41,0.4189,0.6539830276485081,0.20476320832192718,0.009581166164796057,0.002737476047084588,0.029838488913222008,0,0.03449219819326581,0.09909663290446209,0.12934282126412724,0.05481283422459893,0,1,0.2018348623853211,NA,0.15873015873015872,0
6087100700,2015,382,1751,305,0,0,39,18,45,11,0,0,97,12,83,36,1532,283,350,64,0.5684,0.7602977667493797,0.17369727047146402,0,0.01935483870967742,0.022332506203473945,0,0.04813895781637717,0.04119106699751861,0.18472584856396868,0.18285714285714286,NA,0.46153846153846156,0.24444444444444444,NA,0.12371134020618557,0.43373493975903615
6087100800,6592,1098,4893,1001,123,0,22,4,300,45,0,0,768,0,486,48,4019,553,1759,469,0.5378,0.6096783980582524,0.2668385922330097,0.01865898058252427,0.003337378640776699,0.04550970873786408,0,0.11650485436893204,0.0737257281553398,0.137596417019159,0.26662876634451393,0,0.18181818181818182,0.15,NA,0,0.09876543209876543
6087100900,4363,828,3809,766,53,21,0,0,120,0,0,0,170,40,211,1,3269,574,792,233,0.4372,0.7492550997020399,0.18152647261058905,0.012147604859041943,0,0.0275040110016044,0,0.038964015585606235,0.04836121934448774,0.17558886509635974,0.29419191919191917,0.39622641509433965,NA,0,NA,0.23529411764705882,0.004739336492890996
6087101000,8081,2975,5474,1612,329,211,19,0,695,421,30,0,1035,591,499,140,4351,1054,2368,1138,0.5472,0.538423462442767,0.29303304046528894,0.04071278307140205,0.0023511941591387205,0.08600420740007425,0.0037124118302190325,0.1280782081425566,0.06174978344264324,0.24224316249138128,0.48057432432432434,0.6413373860182371,0,0.6057553956834533,0,0.5710144927536231,0.280561122244489
6087101100,5511,495,4656,482,189,0,33,0,238,13,0,0,166,0,229,0,4298,402,582,80,0.4602,0.7798947559426601,0.10560696788241698,0.03429504627109418,0.005988023952095809,0.04318635456360007,0,0.030121575031754673,0.041553257122119394,0.09353187529083294,0.13745704467353953,0,0,0.0546218487394958,NA,0,0
6087101200,3149,988,2588,640,0,0,67,5,190,96,0,0,107,86,197,161,2347,601,491,217,0.4837,0.745315973324865,0.1559225150841537,0,0.02127659574468085,0.06033661479834868,0,0.033979040965385836,0.06255954271197206,0.256071580741372,0.4419551934826884,NA,0.07462686567164178,0.5052631578947369,NA,0.8037383177570093,0.817258883248731
6087110100,7760,831,3546,343,0,0,78,0,165,0,0,0,3821,488,150,0,1671,86,5827,745,0.3576,0.21533505154639176,0.7509020618556701,0,0.010051546391752578,0.021262886597938145,0,0.4923969072164949,0.019329896907216496,0.05146618791143028,0.12785309764887592,NA,0,0,NA,0.1277152577859199,0
6087110200,7957,920,5270,566,148,0,112,0,309,79,31,0,1978,275,109,0,1832,160,5660,681,0.5133,0.230237526706045,0.7113233630765364,0.01859997486489883,0.014075656654518034,0.038833731305768504,0.0038959406811612416,0.248586150559256,0.0136986301369863,0.08733624454148471,0.12031802120141342,0,0,0.255663430420712,0,0.1390293225480283,0
6087110300,7262,1581,3012,510,64,0,18,5,110,55,0,0,3923,945,135,66,375,124,6811,1424,0.4573,0.051638667033874965,0.9378958964472597,0.008812999173781328,0.0024786560176259984,0.015147342329936657,0,0.5402093087303773,0.018589920132194987,0.33066666666666666,0.20907355748054618,0,0.2777777777777778,0.5,NA,0.24088707621718072,0.4888888888888889
6087110400,8022,1463,3939,904,2,0,166,0,399,14,0,0,3312,509,204,36,845,92,6756,1355,0.4214,0.10533532784841686,0.8421839940164547,2.493143854400399e-4,0.02069309399152331,0.049738219895287955,0,0.4128646222887061,0.025430067314884067,0.10887573964497041,0.20056246299585553,0,0,0.03508771929824561,NA,0.15368357487922704,0.17647058823529413
6087110501,8323,1664,4895,824,0,0,0,0,122,25,0,0,3178,800,128,15,1752,320,6406,1304,0.3975,0.2105010212663703,0.7696743962513517,0,0,0.01465817613841163,0,0.38183347350714886,0.015379070046858104,0.182648401826484,0.20355916328442086,NA,NA,0.20491803278688525,NA,0.2517306482064191,0.1171875
6087110502,6402,731,2998,524,0,0,54,54,177,0,0,0,3008,101,165,52,527,47,5667,665,0.3821,0.0823180256169947,0.8851921274601687,0,0.008434864104967198,0.027647610121836926,0,0.4698531708840987,0.02577319587628866,0.08918406072106262,0.11734603846832539,NA,1,0,NA,0.03357712765957447,0.3151515151515151
6087110600,8191,704,3780,689,255,0,0,0,417,0,0,0,3739,15,0,0,1094,98,6761,606,0.4295,0.13356122573556342,0.8254181418630204,0.031131729947503357,0,0.05090953485532902,0,0.4564766206812355,0,0.08957952468007313,0.08963171128531282,0,NA,0,NA,0.004011767852366943,NA
6087110700,3127,662,1909,499,0,0,0,0,184,0,0,0,934,163,100,0,557,19,2420,643,0.4379,0.17812599936040935,0.7739047009913655,0,0,0.05884234090182283,0,0.2986888391429485,0.03197953309881676,0.03411131059245961,0.265702479338843,NA,NA,0,NA,0.1745182012847966,0
6087120200,4579,640,4059,521,80,73,4,0,106,4,8,0,114,0,208,42,3562,478,622,63,0.4445,0.777899104607993,0.13583751910897576,0.017471063550993666,8.735531775496833e-4,0.02314915920506661,0.0017471063550993666,0.024896265560165973,0.045424765232583535,0.13419427288040428,0.10128617363344052,0.9125,0,0.03773584905660377,0,0,0.20192307692307693
6087120301,5295,374,4797,292,37,11,39,0,65,47,0,0,50,0,307,24,4263,245,721,47,0.4223,0.805099150141643,0.13616619452313503,0.006987724268177526,0.0073654390934844195,0.012275731822474031,0,0.009442870632672332,0.05797922568460812,0.05747126436781609,0.0651872399445215,0.2972972972972973,0,0.7230769230769231,NA,0,0.0781758957654723
6087120302,3054,379,2824,379,0,0,5,0,28,0,0,0,110,0,87,0,2714,379,225,0,0.4594,0.8886705959397512,0.07367387033398821,0,0.0016371971185330713,0.0091683038637852,0,0.03601833660772757,0.02848722986247544,0.13964627855563744,0,NA,0,0,NA,0,0
6087120400,4884,430,4351,404,49,14,37,0,89,12,0,0,100,0,258,0,4026,404,490,0,0.3915,0.8243243243243243,0.10032760032760032,0.010032760032760032,0.007575757575757576,0.018222768222768224,0,0.020475020475020474,0.052825552825552825,0.10034773969200199,0,0.2857142857142857,0,0.1348314606741573,NA,0,0
6087120500,5630,279,4730,259,6,0,24,0,239,18,72,0,81,0,478,2,4336,239,521,22,0.4502,0.7701598579040853,0.09253996447602131,0.0010657193605683837,0.004262877442273535,0.04245115452930728,0.012788632326820605,0.014387211367673179,0.08490230905861457,0.055119926199261995,0.04222648752399232,0,0,0.07531380753138076,0,0,0.0041841004184100415
6087120600,4759,330,4262,308,75,2,0,0,98,0,0,0,142,11,182,9,4012,293,420,26,0.4185,0.8430342508930447,0.08825383483925195,0.015759613364152134,0,0.02059256146249212,0,0.029838201302794704,0.03824332843034251,0.0730309072781655,0.06190476190476191,0.02666666666666667,NA,0,NA,0.07746478873239436,0.04945054945054945
6087120700,4307,185,3801,167,0,0,28,0,201,13,0,0,62,5,215,0,3353,167,510,5,0.3776,0.778500116090086,0.11841188762479685,0,0.00650104481077316,0.04666821453447875,0,0.014395170652426282,0.04991873693986534,0.049806143751864006,0.00980392156862745,NA,0,0.06467661691542288,NA,0.08064516129032258,0
